id,data
99,2017-01-09 08:45:32
100,2017-02-20 08:58:03
101,2016-12-06 19:51:58
102,2016-10-20 22:41:27
103,2016-09-15 22:08:06
104,2016-11-21 23:20:07
105,2016-12-31 21:10:23
106,2017-02-20 21:34:20
107,2016-07-26 09:00:15
108,2016-09-09 03:22:53
109,2016-10-31 21:00:01
110,2017-01-28 22:29:14
111,2016-12-12 17:39:50
112,2016-07-04 13:11:51
113,2017-01-14 15:59:24
114,2016-08-17 08:03:45
115,2016-09-19 09:54:33
116,2017-03-22 01:11:39
117,2017-01-07 15:26:56
118,2016-12-22 05:21:33
119,2017-03-26 08:39:27
120,2017-02-21 09:39:20
121,2016-09-06 00:55:34
122,2016-09-21 05:31:18
123,2017-01-23 17:35:17
124,2016-08-18 17:17:58
125,2017-02-28 12:10:13
126,2016-10-18 03:06:17
127,2016-08-07 11:06:06
128,2016-11-16 18:30:54
129,2016-08-08 09:06:56
130,2017-01-28 02:55:38
131,2016-09-30 06:39:32
132,2016-12-26 11:14:50
133,2016-12-11 22:42:17
134,2017-03-20 11:02:58
135,2017-02-04 23:35:06
136,2017-03-12 03:31:45
137,2016-12-19 09:32:52
138,2017-03-11 04:00:54
139,2016-10-06 09:56:15
140,2016-11-23 08:34:32
141,2016-11-27 04:38:00
142,2016-07-05 07:47:48
143,2016-07-06 09:29:57
144,2016-07-07 22:01:24
145,2016-08-13 20:46:42
146,2016-07-20 17:17:54
147,2017-01-20 10:30:44
148,2017-02-01 09:24:23
149,2016-09-17 14:28:52
150,2016-11-03 15:41:39
151,2016-09-23 17:05:43
152,2016-12-01 07:01:25
153,2017-01-11 18:18:00
154,2016-10-25 06:41:08
155,2016-11-10 03:47:22
156,2017-03-05 23:07:25
157,2017-02-01 12:21:05
158,2016-11-03 00:19:50
159,2017-01-09 00:48:06
160,2017-03-15 16:18:29
161,2016-12-05 21:54:54
162,2016-10-03 02:37:28
163,2017-03-17 14:01:42
164,2016-09-29 14:20:18
165,2016-12-17 02:22:06
166,2017-01-15 16:35:50
167,2016-08-23 23:22:39
168,2017-02-26 17:33:53
169,2017-01-06 23:25:52
170,2016-08-26 03:01:50
171,2016-11-15 05:13:53
172,2016-11-30 09:45:59
173,2016-07-19 09:24:49
174,2017-02-16 21:31:40
175,2017-03-01 03:29:50
176,2016-09-29 09:02:26
177,2017-01-30 11:27:38
178,2016-12-14 07:25:47
179,2017-03-17 15:30:28
180,2017-01-06 15:03:57
181,2017-03-01 01:53:29
182,2016-09-29 09:34:27
183,2017-02-02 01:36:29
184,2016-11-29 10:35:22
185,2016-12-04 13:36:50
186,2017-03-18 02:50:43
187,2016-10-26 16:58:35
188,2016-09-11 00:47:17
189,2017-02-26 09:31:01
190,2016-12-30 08:33:23
191,2017-03-05 18:57:38
192,2016-12-21 00:38:21
193,2016-11-10 10:09:52
194,2016-10-04 18:00:27
195,2017-03-06 18:33:03
196,2016-10-16 23:48:21
197,2016-08-13 17:20:28
198,2016-10-07 02:23:33
199,2016-11-27 09:45:19
200,2016-07-05 05:55:42
201,2016-07-26 20:08:30
202,2016-07-13 07:55:06
203,2016-09-07 10:48:56
204,2017-03-11 07:25:47
205,2017-01-19 20:46:01
206,2017-03-25 12:55:02
207,2017-01-14 15:58:01
208,2016-10-12 01:31:00
209,2017-02-17 07:55:35
210,2017-02-26 07:41:41
211,2017-03-01 08:53:04
212,2016-11-18 23:25:21
213,2016-07-29 05:39:34
214,2016-07-24 19:32:02
215,2017-03-16 15:32:52
216,2016-12-16 06:58:20
217,2016-09-27 19:00:14
218,2017-02-14 14:26:18
219,2017-01-31 10:17:42
220,2016-10-16 07:54:07
221,2016-11-30 12:12:53
222,2016-12-06 08:24:23
223,2016-07-18 09:40:02
224,2016-11-25 21:42:30
225,2016-09-10 06:38:15
226,2017-02-22 00:35:39
227,2016-08-25 15:47:35
228,2017-03-09 04:12:18
229,2016-10-21 10:59:45
230,2016-09-22 02:59:05
231,2017-03-04 07:28:52
232,2017-01-25 09:32:06
233,2016-08-27 11:39:25
234,2016-09-18 15:38:45
235,2017-03-07 14:27:25
236,2016-10-25 09:12:00
237,2016-10-09 18:45:26
238,2017-01-02 07:18:25
239,2016-08-24 12:46:58
240,2017-01-10 00:50:28
241,2016-11-06 17:40:20
242,2017-01-25 03:25:59
243,2016-09-28 21:52:55
244,2016-09-23 21:19:56
245,2016-11-11 16:28:04
246,2016-10-21 22:21:18
247,2016-12-19 04:10:32
248,2016-12-23 01:38:33
249,2016-12-14 08:20:13
250,2016-12-31 14:14:48
251,2016-10-12 09:54:54
252,2016-09-24 09:08:04
253,2016-11-08 01:22:22
254,2017-01-25 18:03:25
255,2017-03-08 12:27:42
256,2016-08-01 14:24:25
257,2016-09-19 15:39:46
258,2016-08-06 15:27:20
259,2016-10-19 21:51:55
260,2016-07-25 18:57:20
261,2016-09-02 16:19:57
262,2017-02-12 16:01:04
263,2016-08-11 23:25:35
264,2016-12-23 02:58:44
265,2017-01-16 16:44:59
266,2016-07-08 14:21:19
267,2017-03-10 15:12:41
268,2017-03-20 18:01:03
269,2017-01-18 17:05:58
270,2016-10-31 16:08:25
271,2016-11-02 17:01:38
272,2016-10-01 02:02:10
273,2017-01-04 00:51:02
274,2017-03-03 02:19:47
275,2017-01-24 02:02:01
276,2017-02-16 00:39:43
277,2017-01-24 16:41:17
278,2016-12-25 11:07:16
279,2016-08-02 20:49:42
280,2016-09-22 11:48:50
281,2017-03-27 20:05:27
282,2016-10-13 12:10:40
283,2016-12-25 13:17:24
284,2017-02-19 05:13:21
285,2017-03-02 09:06:36
286,2016-07-04 10:17:51
287,2017-01-21 02:48:34
288,2016-11-24 11:12:03
289,2016-11-01 08:42:13
290,2017-01-31 19:09:54
291,2017-02-27 14:26:07
292,2016-08-09 09:47:38
293,2016-12-31 09:46:46
294,2016-08-30 16:11:57
295,2016-12-05 17:35:24
296,2017-01-12 10:31:43
297,2016-10-22 09:23:56
298,2016-09-30 07:50:15
299,2016-07-20 04:35:23
300,2017-03-27 02:08:46
301,2017-02-24 06:24:52
302,2016-10-15 13:02:27
303,2017-02-18 14:12:22
304,2016-10-04 03:06:56
305,2016-11-27 08:34:33
306,2017-03-21 12:53:36
307,2016-10-26 21:00:10
308,2016-12-12 17:23:31
309,2017-02-14 12:49:18
310,2016-11-13 21:21:42
311,2016-08-29 15:59:03
312,2017-01-18 06:57:48
313,2017-02-02 08:42:07
314,2017-01-25 12:15:12
315,2016-07-17 06:02:22
316,2016-12-18 22:09:05
317,2017-01-13 16:55:43
318,2016-07-25 16:50:33
319,2016-07-07 19:54:06
320,2016-10-19 00:22:49
321,2016-07-08 05:10:56
322,2017-03-03 16:12:30
323,2016-08-13 21:29:30
324,2016-12-12 23:28:35
325,2016-09-10 04:50:01
326,2016-10-13 09:53:24
327,2016-10-08 19:17:48
328,2016-07-14 06:02:26
329,2016-08-29 08:20:11
330,2016-12-26 10:03:59
331,2016-07-10 19:54:29
332,2016-08-05 18:34:49
333,2016-11-02 20:23:03
334,2017-02-11 11:17:02
335,2016-12-09 01:55:38
336,2016-08-25 14:45:17
337,2016-08-19 00:48:27
338,2016-09-17 05:47:07
339,2016-10-07 07:29:40
340,2016-10-16 05:35:24
341,2016-09-09 21:38:40
342,2016-07-31 16:28:32
343,2017-02-12 08:58:16
344,2016-12-19 18:07:54
345,2017-01-02 16:44:58
346,2017-03-26 07:33:07
347,2016-11-18 01:45:57
348,2016-10-04 19:30:48
349,2016-11-20 00:27:17
350,2017-01-05 01:44:25
351,2016-09-16 10:11:42
352,2017-01-15 04:48:53
353,2017-01-20 03:27:20
354,2017-01-24 15:39:36
355,2016-08-08 16:45:22
356,2016-12-11 10:34:54
357,2016-12-21 22:43:54
358,2016-07-06 21:28:35
359,2016-07-31 18:50:19
360,2016-07-07 19:17:00
361,2017-01-19 15:50:29
362,2016-09-08 20:17:41
363,2017-02-26 16:18:19
364,2016-08-01 16:51:41
365,2017-02-27 10:14:31
366,2017-03-14 13:07:53
367,2016-10-05 09:02:18
368,2016-12-10 19:38:24
369,2017-02-23 10:02:22
370,2016-11-25 02:11:35
371,2017-01-11 00:24:36
372,2017-01-30 01:57:37
373,2016-09-10 03:24:53
374,2016-07-05 11:28:59
375,2017-01-29 00:27:43
376,2016-07-03 12:21:32
377,2016-11-08 01:48:15
378,2016-11-29 18:37:04
379,2016-10-13 08:13:31
380,2016-08-13 10:24:26
381,2016-11-30 01:34:25
382,2016-10-20 17:44:55
383,2016-07-28 09:20:25
384,2017-02-09 22:39:17
385,2016-12-25 19:06:28
386,2016-08-14 20:51:35
387,2017-02-09 05:01:11
388,2016-11-21 13:39:36
389,2017-03-01 20:36:02
390,2017-02-28 08:14:34
391,2016-12-04 08:22:43
392,2016-11-30 08:41:02
393,2016-12-05 21:24:45
394,2016-12-18 15:17:08
395,2017-02-10 08:58:23
396,2016-07-28 05:04:49
397,2017-02-07 14:51:48
398,2016-07-28 01:10:26
399,2017-03-19 16:00:18
400,2016-07-09 09:54:41
401,2016-10-17 18:46:12
402,2016-11-14 13:04:35
403,2017-02-03 02:42:45
404,2017-02-18 01:19:29
405,2016-08-31 18:13:44
406,2016-08-30 23:52:52
407,2016-10-11 13:55:58
408,2016-11-28 06:23:25
409,2017-02-02 03:21:45
410,2017-01-16 10:41:47
411,2016-08-30 11:42:18
412,2016-10-05 19:53:09
413,2016-10-31 10:14:55
414,2016-10-05 19:07:06
415,2016-09-04 02:28:33
416,2016-11-04 15:39:37
417,2017-02-07 12:52:14
418,2016-07-23 22:37:09
419,2017-01-19 16:52:25
420,2016-10-28 12:15:51
421,2016-11-11 00:13:50
422,2016-12-10 14:18:38
423,2017-01-08 04:05:51
424,2016-08-30 09:52:20
425,2017-01-16 02:25:46
426,2016-10-16 22:53:43
427,2017-01-21 00:36:01
428,2016-07-14 04:08:25
429,2017-01-09 16:03:00
430,2016-07-22 22:43:43
431,2017-03-23 03:34:54
432,2017-01-07 04:49:51
433,2016-09-29 05:14:16
434,2016-08-28 12:00:38
435,2016-12-06 11:30:55
436,2016-09-29 11:21:11
437,2016-09-18 22:23:11
438,2016-09-03 13:17:12
439,2016-12-29 13:41:30
440,2016-12-31 19:16:09
441,2016-12-20 20:59:41
442,2016-11-07 01:53:51
443,2016-08-21 09:29:53
444,2017-02-09 19:38:02
445,2017-01-01 12:59:03
446,2016-10-15 08:15:24
447,2016-09-04 21:41:58
448,2016-08-23 20:34:09
449,2017-02-05 22:29:15
450,2016-07-27 16:15:20
451,2016-07-31 23:19:24
452,2017-03-12 12:11:28
453,2016-10-22 21:05:45
454,2016-11-20 18:49:49
455,2016-10-13 05:17:32
456,2017-02-09 12:31:16
457,2017-02-14 09:06:22
458,2017-03-13 16:30:49
459,2016-07-16 01:22:05
460,2016-07-15 22:49:31
461,2017-01-16 04:11:30
462,2016-07-28 21:03:28
463,2017-01-20 23:30:48
464,2017-01-05 15:04:49
465,2016-09-25 09:14:16
466,2017-01-04 10:42:37
467,2016-08-22 01:26:23
468,2016-07-16 15:48:31
469,2016-08-01 05:44:34
470,2017-02-09 05:07:13
471,2016-08-31 20:53:45
472,2016-07-17 04:45:23
473,2017-02-16 23:16:03
474,2017-01-31 11:09:03
475,2016-12-16 07:04:56
476,2016-11-14 17:04:40
477,2016-11-19 05:33:13
478,2017-01-13 07:34:46
479,2016-12-28 19:54:08
480,2016-11-25 09:10:10
481,2016-09-30 11:10:08
482,2017-03-17 01:45:40
483,2016-10-05 02:36:58
484,2016-11-25 17:11:27
485,2016-11-12 09:01:01
486,2016-07-10 00:12:41
487,2017-01-06 23:07:18
488,2016-08-14 07:16:34
489,2017-01-21 21:39:38
490,2016-07-09 14:19:31
491,2016-08-15 08:18:02
492,2016-12-13 17:10:24
493,2016-12-19 04:15:14
494,2017-02-19 12:58:19
495,2016-08-26 06:02:07
496,2016-09-26 12:33:47
497,2016-11-26 07:09:21
498,2016-12-27 07:08:57
499,2017-01-06 21:57:46
500,2016-07-12 07:54:59
501,2017-03-13 20:37:37
502,2017-01-27 08:15:05
503,2016-07-31 23:33:24
504,2017-01-13 06:09:10
505,2016-09-27 06:34:32
506,2017-02-09 00:28:39
507,2017-02-16 07:17:29
508,2017-03-13 04:52:42
509,2016-10-21 15:03:47
510,2016-12-22 17:12:54
511,2016-10-01 18:18:49
512,2016-07-01 07:02:10
513,2017-03-23 09:30:37
514,2016-08-30 02:28:31
515,2016-08-14 15:33:30
516,2017-01-19 20:22:54
517,2016-11-24 22:55:26
518,2016-08-24 22:16:37
519,2017-03-26 02:00:24
520,2017-03-17 11:33:51
521,2016-07-16 12:59:26
522,2017-02-11 02:28:36
523,2016-09-14 16:48:20
524,2016-12-26 20:36:28
525,2016-09-03 23:33:33
526,2016-07-10 03:56:06
527,2016-11-22 04:53:20
528,2016-11-30 04:07:34
529,2016-10-23 03:49:27
530,2017-02-05 05:49:35
531,2017-01-08 07:36:45
532,2016-09-02 05:39:00
533,2016-08-31 18:19:22
534,2017-03-01 00:09:05
535,2016-08-28 19:13:27
536,2017-02-25 17:02:06
537,2017-02-17 08:46:26
538,2016-08-01 14:39:45
539,2016-12-05 09:43:11
540,2017-03-19 06:48:39
541,2016-07-22 04:01:24
542,2016-08-09 22:24:02
543,2016-12-30 05:00:46
544,2017-03-09 17:51:50
545,2017-03-10 05:26:22
546,2017-03-08 05:22:29
547,2016-09-11 09:30:41
548,2016-08-05 06:58:34
549,2016-10-08 00:26:45
550,2016-11-12 17:05:53
551,2017-03-11 21:38:40
552,2017-03-08 04:49:42
553,2016-10-13 12:15:38
554,2016-09-01 00:42:03
555,2017-03-04 04:20:10
556,2016-09-24 16:04:01
557,2016-08-01 00:40:33
558,2017-03-23 18:24:34
559,2017-02-23 10:44:33
560,2017-03-15 19:24:26
561,2017-03-11 18:10:56
562,2016-09-11 05:56:15
563,2017-01-05 17:05:16
564,2016-11-05 00:51:26
565,2016-12-25 06:09:23
566,2016-09-22 10:37:55
567,2017-02-26 19:26:59
568,2016-10-17 08:13:40
569,2017-02-14 05:05:09
570,2017-03-01 17:06:04
571,2016-07-21 03:21:33
572,2016-09-28 17:14:41
573,2016-11-09 20:42:57
574,2016-07-21 09:10:16
575,2017-02-12 11:42:22
576,2017-03-23 03:03:05
577,2016-07-23 05:58:52
578,2016-09-10 01:11:47
579,2016-11-01 04:20:17
580,2016-09-11 09:56:07
581,2016-08-13 07:51:47
582,2017-03-07 16:50:48
583,2016-11-12 15:06:40
584,2016-09-23 12:34:55
585,2016-07-03 08:44:56
586,2017-02-19 19:16:40
587,2017-01-05 18:26:30
588,2016-09-23 09:39:07
589,2016-10-31 06:14:11
590,2016-07-17 19:47:24
591,2017-01-17 07:43:41
592,2016-08-08 05:02:45
593,2016-10-29 21:01:30
594,2016-07-13 18:21:33
595,2016-09-28 20:15:11
596,2017-03-07 02:16:25
597,2017-03-11 14:52:46
598,2016-09-22 09:36:57
599,2016-08-01 18:03:40
600,2016-08-19 07:28:22
601,2017-01-23 20:14:29
602,2016-07-10 02:10:01
603,2017-01-24 09:16:19
604,2016-09-09 00:50:01
605,2016-07-10 20:01:34
606,2016-09-25 19:30:56
607,2017-03-09 18:40:13
608,2016-11-17 15:00:52
609,2016-12-15 08:17:48
610,2016-11-08 18:11:33
611,2016-07-11 14:52:22
612,2016-11-21 16:57:17
613,2017-03-04 06:38:03
614,2016-07-03 21:19:16
615,2016-09-14 09:44:57
616,2016-10-03 04:07:40
617,2016-12-08 15:44:22
618,2017-03-15 15:09:09
619,2016-12-29 23:26:32
620,2016-11-01 20:46:17
621,2017-02-13 18:48:16
622,2016-07-13 02:28:11
623,2017-03-13 00:17:40
624,2017-02-19 02:18:59
625,2017-03-17 19:13:09
626,2016-10-07 12:07:52
627,2017-02-08 14:46:39
628,2017-01-23 21:35:44
629,2016-07-18 14:30:13
630,2017-03-05 09:01:38
631,2017-01-13 18:38:12
632,2017-02-28 06:08:30
633,2016-09-08 19:44:23
634,2017-03-21 10:13:48
635,2016-11-21 14:11:40
636,2016-08-28 09:12:43
637,2016-07-28 12:38:59
638,2016-10-13 08:28:13
639,2016-10-19 08:18:46
640,2017-02-25 17:17:38
641,2016-12-08 02:02:04
642,2016-11-22 16:00:37
643,2016-12-24 15:35:07
644,2017-03-03 22:30:48
645,2017-03-16 07:49:01
646,2016-12-31 02:23:30
647,2017-02-23 20:30:03
648,2016-07-22 19:50:06
649,2016-10-15 10:28:18
650,2016-12-07 02:47:46
651,2016-08-29 13:12:54
652,2017-02-09 08:58:42
653,2017-02-20 03:27:03
654,2016-12-16 10:19:31
655,2016-08-11 19:32:10
656,2017-03-25 09:03:11
657,2016-11-16 03:31:25
658,2016-07-19 21:48:21
659,2016-08-21 12:46:25
660,2016-07-01 22:33:49
661,2016-09-11 15:41:10
662,2017-03-01 23:40:42
663,2016-09-08 23:44:26
664,2016-07-24 01:14:55
665,2016-08-08 07:17:42
666,2016-08-10 12:59:36
667,2016-08-04 05:03:09
668,2017-02-11 10:25:33
669,2016-10-01 20:56:56
670,2017-02-12 23:51:37
671,2016-12-15 02:04:39
672,2016-08-09 16:20:35
673,2017-03-06 19:11:24
674,2016-09-25 01:24:07
675,2017-01-22 11:56:36
676,2016-10-27 04:20:15
677,2016-10-09 06:21:51
678,2016-09-27 15:30:17
679,2017-01-19 03:08:14
680,2016-10-16 11:19:30
681,2017-03-03 08:45:15
682,2016-11-12 18:26:43
683,2016-07-16 21:27:41
684,2016-08-31 14:35:10
685,2016-09-18 10:46:39
686,2016-11-01 05:49:32
687,2016-12-12 18:34:33
688,2016-08-06 18:30:37
689,2017-03-16 21:56:24
690,2017-03-25 02:44:25
691,2016-12-28 06:02:58
692,2017-02-06 19:37:14
693,2016-11-17 21:44:29
694,2016-07-28 05:52:10
695,2017-02-28 10:54:32
696,2016-11-02 14:22:18
697,2017-01-08 00:30:11
698,2016-10-15 08:15:30
699,2016-08-04 03:34:17
700,2016-08-10 06:54:54
701,2016-07-26 20:31:38
702,2016-07-13 18:06:10
703,2016-08-12 03:27:02
704,2017-01-19 07:35:13
705,2016-10-29 10:57:00
706,2016-10-08 10:22:43
707,2016-10-29 18:33:34
708,2016-11-19 23:14:05
709,2016-11-17 00:49:31
710,2017-03-15 18:51:51
711,2016-11-27 09:11:37
712,2017-01-29 03:09:36
713,2016-12-14 12:03:36
714,2017-01-25 06:14:08
715,2016-12-18 08:33:33
716,2017-02-25 10:55:04
717,2016-07-25 21:25:24
718,2017-03-25 05:56:27
719,2016-08-29 18:05:37
720,2017-03-27 13:39:01
721,2016-12-07 20:29:43
722,2016-07-29 13:16:07
723,2016-10-08 22:22:56
724,2016-10-05 15:53:44
725,2017-03-21 22:24:30
726,2016-12-30 02:40:31
727,2016-07-23 04:21:35
728,2016-10-05 15:58:34
729,2016-09-16 03:28:03
730,2017-03-27 22:52:11
731,2016-08-15 16:53:43
732,2017-02-02 23:41:03
733,2016-09-05 13:31:45
734,2016-10-07 18:59:31
735,2016-08-19 14:22:22
736,2016-10-07 08:24:13
737,2017-03-22 04:27:29
738,2016-07-11 21:17:41
739,2016-07-05 04:42:38
740,2016-08-21 07:17:28
741,2016-12-12 06:37:41
742,2017-03-20 06:42:49
743,2016-12-23 15:34:50
744,2016-12-12 03:57:59
745,2016-08-11 16:44:46
746,2017-02-17 20:14:52
747,2016-08-19 11:26:23
748,2016-11-08 23:09:47
749,2017-01-10 07:50:59
750,2016-08-28 13:09:29
751,2016-08-07 09:01:10
752,2016-10-01 16:44:56
753,2016-08-12 07:08:09
754,2016-10-21 09:41:05
755,2017-02-04 10:30:34
756,2017-01-29 10:22:29
757,2016-07-16 20:18:59
758,2017-02-04 10:07:16
759,2016-08-24 12:05:04
760,2017-03-22 10:07:27
761,2016-11-23 14:56:45
762,2017-01-17 01:11:16
763,2017-01-21 18:37:51
764,2017-03-02 03:31:37
765,2016-09-19 04:17:32
766,2016-12-08 01:53:54
767,2017-02-23 17:24:31
768,2016-12-06 06:48:10
769,2016-11-12 23:43:03
770,2016-09-25 02:42:05
771,2017-03-21 02:40:48
772,2016-07-08 19:09:50
773,2016-11-24 05:43:03
774,2017-02-27 08:29:43
775,2017-03-03 21:27:19
776,2017-03-14 18:16:23
777,2017-03-18 09:27:49
778,2017-02-18 02:11:52
779,2017-03-04 20:28:42
780,2017-03-26 16:51:29
781,2016-08-13 04:13:39
782,2016-11-20 11:39:20
783,2016-08-18 05:13:06
784,2016-08-18 01:40:08
785,2016-12-02 22:39:37
786,2016-07-20 02:33:28
787,2017-01-28 08:57:56
788,2016-09-01 20:12:00
789,2017-02-13 15:32:29
790,2016-10-26 17:21:45
791,2017-01-20 08:24:05
792,2017-01-01 05:34:41
793,2017-01-18 06:43:44
794,2017-02-08 23:02:57
795,2016-09-06 06:29:55
796,2017-03-18 08:03:53
797,2016-12-05 18:43:04
798,2016-12-28 17:51:29
799,2016-10-12 18:16:23
800,2017-01-15 08:03:06
