271,270,22,21,39,1374,44,86,95
272,126,213,461,36,762,19,80,47
273,22,95,558,1,347,10,97,64
274,78,107,66,43,282,32,56,59
275,154,39,143,84,1428,5,65,43
276,152,203,681,122,333,25,63,44
277,199,141,118,116,825,15,61,88
278,119,260,74,69,385,50,94,86
279,282,251,160,63,1406,49,50,82
280,53,175,104,45,980,28,67,59
281,17,188,606,12,1067,49,94,41
282,61,241,45,123,1455,13,97,57
283,38,254,452,15,337,50,68,64
284,192,273,752,8,951,42,96,79
285,152,246,467,15,716,38,45,49
286,207,76,176,60,253,34,56,46
287,252,72,565,135,1060,17,97,82
288,268,207,535,39,865,12,96,76
289,190,178,593,51,71,10,65,59
290,81,15,544,134,1414,14,53,89
291,272,137,630,59,832,19,99,86
292,264,42,579,118,584,17,82,80
293,88,225,94,13,297,22,75,34
294,98,219,230,105,1186,48,61,42
295,147,183,120,82,484,5,44,35
296,114,98,618,97,903,14,61,77
297,112,203,207,9,126,38,53,83
298,152,48,80,100,1157,42,97,51
299,38,264,309,51,1124,49,65,57
300,170,171,591,149,737,27,65,67
301,165,40,606,98,1400,23,59,72
302,49,41,435,41,778,44,69,89
303,179,125,208,3,1324,38,55,91
304,59,207,235,46,684,27,76,36
305,125,275,327,24,855,30,78,88
306,16,133,243,12,1148,11,43,85
307,9,215,27,146,1190,13,82,36
308,189,51,549,91,1043,10,77,89
309,203,44,379,32,1434,42,46,32
310,170,71,71,43,1307,22,51,89
311,48,103,432,150,1101,47,83,53
312,185,229,747,77,185,47,40,51
313,267,225,328,58,1013,5,83,97
314,262,26,104,39,777,16,70,65
315,293,119,171,7,116,15,70,69
316,99,121,452,49,603,6,54,84
317,212,69,387,19,886,41,90,88
318,86,24,264,10,1151,5,62,87
319,14,164,250,139,1139,12,73,35
320,164,165,257,46,878,41,98,79
321,111,205,423,5,941,29,89,78
322,86,225,32,130,972,23,68,69
323,46,172,92,26,1083,30,69,31
324,37,74,780,96,1090,20,90,82
325,288,99,449,97,595,36,84,46
326,94,38,559,44,517,50,71,64
327,209,20,776,30,395,36,40,91
328,122,98,564,47,141,37,97,80
329,26,171,353,140,888,5,88,91
330,103,216,311,72,717,42,51,76
331,13,242,531,43,73,33,66,53
332,205,39,220,34,1351,43,73,88
333,123,157,504,137,649,35,85,93
334,38,152,67,90,1442,25,71,47
335,138,36,535,122,1221,7,52,32
336,288,9,465,67,265,24,83,34
337,249,105,646,76,571,41,57,97
338,230,200,372,28,911,35,99,58
339,144,9,488,149,981,9,87,35
340,73,52,640,3,310,9,85,78
341,141,150,776,46,1059,45,58,92
342,144,271,680,70,1325,27,99,91
343,42,19,512,46,1251,5,77,90
344,60,198,467,28,233,44,76,60
345,165,135,595,146,1102,17,92,43
346,48,97,129,74,379,35,83,67
347,147,200,114,139,1294,47,89,32
348,14,182,518,32,249,15,79,37
349,285,253,770,12,503,18,45,86
350,157,210,407,38,389,14,75,41
351,17,139,773,83,960,39,41,89
352,265,69,384,30,627,48,60,63
353,79,172,458,22,531,31,52,71
354,242,110,134,68,1023,47,73,45
355,167,81,198,26,769,45,49,79
356,82,30,17,56,985,19,66,86
357,195,1,795,121,617,23,86,89
358,21,192,314,38,1040,29,79,90
359,10,144,11,120,223,39,73,64
360,117,237,736,77,1385,12,85,81
361,169,39,396,32,326,41,70,61
362,145,10,74,11,942,20,88,59
363,141,147,763,139,1231,45,46,53
364,239,76,53,126,348,5,54,59
365,63,12,732,79,1427,39,92,31
366,108,57,646,101,544,38,78,48
367,161,139,293,45,977,47,89,63
368,40,230,576,7,1152,26,82,49
369,124,120,111,119,545,15,74,30
370,173,78,513,123,255,14,81,61
371,253,166,207,111,186,6,57,39
372,240,205,664,23,432,14,75,33
373,168,224,494,59,1354,14,53,80
374,106,119,316,41,1498,7,76,82
375,44,174,12,64,1148,10,70,94
376,113,199,393,42,491,7,91,79
377,284,17,736,62,556,7,52,74
378,17,71,171,61,1272,41,81,49
379,168,218,620,25,767,49,76,84
380,79,177,499,89,1041,45,55,36
381,68,85,242,55,860,7,49,98
382,271,262,514,77,678,48,99,72
383,132,257,156,30,1263,43,49,60
384,156,8,539,38,1469,47,45,54
385,143,43,390,9,682,8,53,96
386,153,47,736,92,1288,18,90,33
387,42,181,162,27,381,15,88,64
388,65,195,460,28,1109,6,77,85
389,143,191,11,31,316,20,58,86
390,58,169,492,113,443,25,59,61
391,202,152,189,115,1416,38,59,38
392,138,99,593,126,677,16,55,75
393,133,163,756,118,857,44,41,51
394,36,130,499,22,301,41,58,96
395,224,7,205,72,938,32,84,61
396,12,270,560,63,472,33,79,35
397,53,138,81,94,879,9,51,80
398,84,272,10,110,99,26,76,66
399,26,57,190,37,363,15,96,75
400,157,148,232,107,1197,37,51,59
401,81,83,480,87,901,50,88,52
402,9,74,735,53,229,40,93,56
403,299,31,232,95,1247,47,53,68
404,214,254,583,29,89,38,50,72
405,93,47,320,30,1016,30,85,31
406,201,143,719,78,61,20,48,75
407,46,19,692,117,1191,24,94,99
408,134,171,121,140,514,25,73,66
409,35,28,208,116,1180,6,89,50
410,12,38,352,44,783,29,99,49
411,99,109,145,127,1210,26,94,81
412,234,94,228,69,609,30,75,41
413,101,171,773,99,199,8,60,57
414,173,243,298,32,1164,6,71,73
415,251,268,401,113,1270,44,42,51
416,71,166,711,141,788,21,74,41
417,138,175,406,32,611,15,44,72
418,298,29,91,141,175,9,70,89
419,284,97,708,88,757,10,99,60
420,192,92,794,119,960,19,79,89
421,211,238,724,129,60,23,67,97
422,150,155,359,76,1211,15,85,57
423,213,241,289,78,1054,10,59,64
424,227,176,99,51,1484,27,78,90
425,151,14,244,83,1306,46,93,56
426,210,29,93,122,1489,25,97,66
427,42,20,665,124,729,39,65,87
428,220,252,357,63,768,45,92,33
429,225,210,741,70,93,15,73,89
430,68,272,632,19,1300,30,85,78
431,10,135,84,33,76,18,88,60
432,235,187,240,65,140,39,73,67
433,235,215,54,1,131,24,85,42
434,83,84,742,51,652,8,50,75
435,26,128,346,37,210,42,44,68
436,265,226,67,91,1301,26,53,91
437,159,176,486,138,1371,34,93,47
438,16,260,340,5,1339,10,73,39
439,69,103,165,39,88,44,80,74
440,215,37,683,100,763,13,62,58
441,30,4,226,10,378,40,85,48
442,198,240,647,15,309,50,92,60
443,8,198,74,65,375,28,40,92
444,300,56,208,46,442,36,79,53
445,275,115,69,12,1437,50,93,33
446,48,240,739,135,980,36,73,35
447,272,16,70,9,469,7,68,71
448,97,42,191,10,1001,39,54,81
449,210,59,482,56,734,36,98,56
450,97,177,734,83,1464,27,60,32
451,231,108,397,107,988,32,62,80
452,77,31,758,122,283,32,74,67
453,19,68,394,85,243,20,98,78
454,96,121,17,32,646,44,74,38
455,149,47,395,64,929,12,64,59
456,95,274,788,9,383,20,69,86
457,142,228,605,23,333,12,70,58
458,176,97,780,127,256,14,43,70
459,243,57,778,79,1452,14,62,31
460,132,195,405,27,533,50,60,64
461,56,139,786,13,530,30,88,42
462,213,275,184,121,683,16,41,98
463,63,66,261,102,96,38,95,44
464,22,249,432,14,111,29,81,39
465,260,68,740,143,1385,17,53,81
466,213,128,605,102,1492,50,95,77
467,8,177,470,108,762,40,56,71
468,246,220,209,100,782,45,83,62
469,238,269,544,103,259,17,61,88
470,80,95,580,56,584,29,76,35
471,5,105,279,30,264,44,48,87
472,109,4,415,121,768,27,59,42
473,193,162,427,128,1322,13,88,47
474,167,88,681,50,382,50,96,60
475,40,217,453,23,886,26,99,56
476,288,129,557,17,461,35,74,39
477,165,208,743,46,404,34,97,70
478,263,255,406,9,476,44,40,61
479,133,129,329,64,1321,28,74,99
480,240,66,441,118,491,44,75,73
481,33,63,443,16,746,13,64,68
482,146,73,436,106,67,20,72,61
483,65,11,3,126,398,39,87,31
484,16,175,485,112,1257,14,65,96
485,209,170,268,16,918,40,41,51
486,238,101,664,87,1310,15,87,80
487,143,145,382,87,212,9,54,90
488,282,126,223,23,1346,14,63,100
489,242,47,17,145,609,48,51,98
490,242,118,593,136,436,50,64,89
491,31,140,68,67,835,15,59,79
492,38,144,67,49,415,11,66,45
493,158,103,326,27,1260,15,82,82
494,149,187,111,117,985,24,84,36
495,291,266,326,14,1397,39,52,48
496,299,96,551,131,137,33,61,46
497,135,163,742,13,928,19,66,57
498,291,235,94,123,168,26,69,42
499,118,62,303,33,1100,20,66,72
500,119,12,765,74,841,30,81,74
501,50,1,47,146,1369,35,41,81
502,226,136,166,133,673,18,72,76
503,7,239,61,40,222,31,94,73
504,36,127,232,95,470,42,50,48
505,216,233,228,90,1176,34,71,76
506,25,225,155,126,138,42,67,53
507,278,9,180,23,1043,42,94,52
508,35,194,392,64,538,35,92,96
509,131,143,361,90,437,18,60,37
510,105,38,451,9,909,46,76,82
511,176,116,511,81,548,22,95,84
512,217,156,507,150,269,9,45,83
513,112,105,65,110,363,6,64,49
514,191,83,697,133,470,5,87,88
515,107,46,585,133,477,39,72,50
516,272,178,309,3,1160,38,70,64
517,287,149,716,26,331,9,73,35
518,117,155,685,138,78,48,42,94
519,72,219,356,105,180,47,61,37
520,205,27,485,8,260,8,56,52
521,79,104,693,116,669,13,99,54
522,65,255,306,25,304,30,82,92
523,197,169,186,44,524,21,68,56
524,155,148,524,120,96,37,48,86
525,38,93,624,83,1071,44,80,91
526,8,65,449,134,299,11,79,63
527,138,6,747,81,732,27,62,49
528,157,18,328,29,1129,9,80,50
529,241,140,771,81,334,15,66,35
530,121,156,589,4,1146,41,92,50
531,82,96,526,130,1097,48,51,94
532,208,79,458,14,166,48,86,73
533,44,272,40,59,941,49,55,75
534,217,16,397,49,1271,35,92,80
535,117,224,716,77,308,45,70,48
536,286,122,19,88,65,33,89,58
537,70,215,526,75,1084,21,71,32
538,63,49,725,85,1094,42,92,46
539,297,204,576,104,282,17,55,82
540,87,241,449,17,543,20,99,89
541,18,94,280,83,812,5,68,36
542,218,76,765,40,1057,35,71,57
543,249,219,516,13,805,11,87,74
544,143,33,483,27,1421,35,56,65
545,58,77,768,1,389,15,98,65
546,279,172,11,68,1221,49,41,93
547,145,46,530,97,1181,37,98,97
548,197,171,186,122,790,10,45,66
549,103,90,375,39,182,44,74,68
550,198,147,459,2,1120,14,47,56
551,298,229,268,74,1437,13,78,84
552,207,206,688,14,321,35,96,61
553,229,216,13,67,845,45,100,69
554,186,56,545,30,792,20,48,100
555,87,89,510,2,606,47,53,63
556,31,244,324,98,320,30,98,74
557,34,230,497,69,1245,21,67,31
558,260,216,130,11,750,27,47,65
559,266,12,568,22,913,40,82,47
560,285,70,160,55,102,14,42,64
561,7,107,753,38,1098,14,46,86
562,206,169,735,75,1441,45,92,37
563,145,170,634,85,112,47,48,58
564,289,94,352,54,1248,23,64,35
565,35,166,152,43,1212,42,68,51
566,236,97,122,125,1162,36,74,53
567,217,134,378,67,1225,31,94,42
568,118,80,456,61,297,35,59,62
569,138,38,736,138,442,46,89,37
570,202,133,530,31,263,26,60,72
571,86,246,393,43,1182,6,85,43
572,59,113,398,130,968,31,77,69
573,252,145,287,30,1270,32,52,33
574,226,187,298,145,435,43,65,69
575,186,122,243,96,1082,18,57,70
576,280,236,158,105,1098,43,78,95
577,206,67,101,150,1215,9,60,84
578,110,50,148,120,959,15,76,48
579,280,247,440,125,637,37,59,37
580,129,44,591,127,1473,26,74,99
581,84,186,255,6,770,15,98,50
582,258,49,713,17,1193,35,77,73
583,23,89,748,113,186,46,46,96
584,269,159,410,129,317,13,94,45
585,206,36,145,149,568,44,46,63
586,198,215,67,129,638,14,41,41
587,92,259,205,126,1256,39,83,78
588,282,247,468,88,1086,20,74,79
589,210,119,649,14,903,16,62,61
590,197,158,377,132,647,8,47,47
591,270,242,764,123,1283,12,99,60
592,265,89,795,4,664,23,51,66
593,295,121,700,14,701,46,94,53
594,92,266,361,130,524,28,67,40
595,108,169,98,75,694,40,44,63
596,62,130,524,69,181,32,93,42
597,13,213,67,12,121,42,78,94
598,44,39,287,75,1459,23,57,63
599,257,19,436,41,74,49,100,63
600,20,160,280,94,227,20,100,44
601,114,222,666,143,1457,34,54,63
602,187,179,601,76,1237,34,90,36
603,195,221,65,131,1010,26,47,50
604,178,123,218,124,164,33,47,32
605,179,212,217,59,1387,42,69,60
606,189,30,204,114,131,41,93,95
607,140,96,32,142,755,5,84,52
608,30,99,344,144,335,23,40,71
609,97,227,50,69,296,5,50,95
610,18,269,645,66,273,6,51,36
611,153,57,664,46,322,16,66,40
612,134,230,125,24,1471,9,95,60
613,79,250,487,146,898,50,97,31
614,45,268,170,73,655,8,58,81
615,79,152,124,150,1484,30,41,40
616,162,34,40,58,1439,31,75,95
617,50,158,700,109,1279,23,98,53
618,246,12,506,46,316,36,83,42
619,205,73,170,121,534,45,87,81
620,251,98,236,79,1306,34,83,71
621,145,31,442,140,909,25,68,93
622,188,46,481,128,1303,5,81,77
623,106,152,353,58,1203,21,48,52
624,70,214,21,39,247,22,44,34
625,290,140,428,20,1063,26,97,68
626,97,263,176,46,1167,24,63,41
627,68,205,240,147,160,30,88,53
628,211,46,320,20,1365,18,100,32
629,300,123,780,116,1398,40,86,46
630,161,52,491,62,566,50,98,53
631,20,142,101,33,471,41,100,59
632,212,79,326,43,1287,37,90,74
633,194,164,303,20,870,27,89,99
634,256,222,743,131,694,19,56,76
635,180,19,516,116,1399,24,71,45
636,84,64,37,132,978,17,86,84
637,253,70,471,16,623,39,57,48
638,58,164,430,29,926,27,52,56
639,129,175,713,137,227,36,89,100
640,99,25,608,140,68,36,85,38
641,25,138,324,104,1499,45,73,43
642,148,12,323,71,105,39,46,97
643,264,221,611,20,1285,34,54,85
644,196,253,428,150,97,12,61,81
645,52,65,213,109,496,40,75,85
646,242,96,713,34,1055,28,46,88
647,111,205,44,60,1459,36,50,98
648,216,93,254,77,847,37,93,49
649,5,176,690,67,352,36,52,60
650,114,198,433,14,462,16,54,78
651,69,256,677,97,315,28,45,79
652,20,220,454,122,349,14,76,76
653,122,80,680,101,874,22,93,76
654,200,35,718,54,1245,13,73,63
655,113,19,448,20,565,34,68,41
656,253,183,619,11,141,20,95,81
657,273,81,480,144,1102,26,58,35
658,86,136,505,130,1061,19,96,88
659,201,156,236,61,1439,33,94,31
660,202,66,752,22,383,5,83,43
661,219,47,391,69,1472,25,52,90
662,41,145,623,29,548,16,41,83
663,65,177,517,47,1331,13,83,31
664,124,198,590,68,1366,8,55,55
665,21,191,458,125,188,36,88,50
666,11,15,255,40,1440,24,71,49
667,95,191,791,16,1077,8,82,41
668,296,218,330,129,203,47,86,96
669,5,127,584,75,1183,33,56,33
670,174,195,446,4,411,43,62,55
671,165,122,45,65,1277,10,87,79
672,66,192,378,107,1402,45,40,60
673,200,174,565,32,651,17,43,61
674,157,248,641,67,403,47,49,77
675,233,73,359,73,258,48,78,90
676,266,144,692,29,769,5,95,80
677,130,49,614,105,1017,35,74,38
678,274,138,210,42,810,6,86,30
679,53,195,516,89,292,46,95,55
680,117,253,209,53,681,44,53,39
681,159,244,563,120,346,46,63,64
682,128,114,192,89,1426,8,77,68
683,73,141,357,135,579,44,100,80
684,89,234,746,57,1236,10,41,73
685,100,253,798,52,645,7,87,100
686,1,234,494,14,234,50,82,31
687,107,152,12,127,1304,5,56,47
688,246,110,208,110,307,24,73,66
689,253,165,237,91,261,26,48,46
690,176,37,744,74,744,33,73,52
691,147,154,473,57,1484,50,89,80
692,51,67,210,13,1298,50,96,62
693,39,107,485,147,1121,18,75,46
694,233,58,627,105,543,36,66,80
695,203,116,423,89,1168,35,56,90
696,155,72,627,59,297,31,86,40
697,97,15,582,124,1407,20,96,74
698,202,168,49,43,746,47,81,34
699,206,92,274,128,922,19,90,100
700,149,113,596,110,1204,21,56,74
701,91,168,434,42,267,50,80,60
702,143,160,89,40,693,45,89,50
703,146,37,96,95,818,15,56,48
704,5,175,432,141,264,13,93,60
705,99,238,74,51,1025,45,93,96
706,95,211,597,38,1325,38,84,66
707,77,261,620,145,643,7,76,54
708,61,214,172,16,164,38,92,59
709,119,202,241,7,147,8,79,52
710,288,104,38,96,1492,16,49,97
711,195,57,444,62,527,14,42,60
712,86,209,235,23,85,5,69,34
713,22,155,577,78,193,25,100,81
714,130,62,706,131,175,48,92,65
715,82,20,426,54,471,50,43,61
716,6,18,743,21,762,42,72,30
717,273,266,796,60,366,29,88,36
718,183,201,764,1,85,34,83,56
719,278,193,352,109,780,18,89,75
720,237,171,134,80,241,41,50,67
721,5,191,255,46,119,7,64,33
722,25,13,605,146,712,46,60,42
723,122,176,790,65,931,14,53,39
724,103,7,247,6,53,13,48,51
725,72,55,573,42,1152,7,85,81
726,151,177,58,7,1082,35,45,39
727,82,82,295,96,618,38,71,60
728,217,193,456,141,1163,39,53,33
729,151,74,629,116,667,19,67,63
730,6,31,445,58,1284,29,88,64
731,276,141,798,35,1058,47,55,74
732,206,1,685,76,231,28,85,93
733,283,13,274,10,708,49,53,89
734,246,206,506,100,258,18,40,56
735,299,255,508,92,973,27,60,40
736,183,235,705,120,1392,43,52,100
737,90,47,167,149,1432,40,57,73
738,274,164,501,89,851,47,53,41
739,168,194,401,47,564,31,89,40
740,152,182,284,144,812,37,45,66
741,197,238,645,117,628,46,43,100
742,135,272,166,82,1368,10,54,45
743,140,227,27,50,1053,49,90,76
744,149,145,595,27,929,42,67,57
745,64,95,358,119,678,23,64,99
746,95,141,179,147,120,31,76,56
747,78,156,162,9,1103,34,44,94
748,78,243,280,15,1055,8,58,64
749,156,194,708,3,625,38,73,56
750,231,34,775,58,821,21,57,72
751,23,259,529,30,836,20,90,75
752,7,254,746,66,971,22,97,76
753,237,181,166,65,526,10,75,80
754,199,255,799,1,1410,47,99,39
755,137,86,776,50,1342,6,91,53
756,198,63,215,3,1393,28,50,55
757,255,84,744,145,1289,30,53,90
758,149,37,670,89,263,32,81,63
759,147,195,253,55,835,9,81,69
760,4,56,584,8,99,18,77,30
761,45,46,176,99,561,43,57,96
762,298,244,498,57,526,41,51,79
763,98,78,300,45,883,33,80,74
